Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81,79.9,82,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,4.9,4.4,5.5,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.3,3.8,5,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,COPD,AgeAdjPrv,COPD
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.7,16.2,21.4,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.1,7.1,9.4,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.3,17.8,23.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.8,6.8,9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.4,11.8,15.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.1,74.1,75.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20.4,17.5,23.6,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21,18.1,24.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,54.5,52.5,56.6,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,9,7.9,10.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,GHLTH,AgeAdjPrv,General Health
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.8,2.5,3.1,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,VISION,CrdPrv,Vision Disability
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,5.7,6.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.2,70.2,77.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.2,2,2.4,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.1,6.2,8.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes
2020,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7,5.9,8.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.8,85.8,89.6,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.5,71.6,79.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.3,9.7,13.2,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.1,1.9,2.4,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,27.8,27.3,28.2,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,4.7,4.2,5.2,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,HEARING,CrdPrv,Hearing Disability
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,73.8,72.8,74.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.9,7.9,10,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.4,6.1,8.7,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.6,27.1,34.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,58.9,56.6,61.2,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,2.9,2.7,3.2,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,VISION,AgeAdjPrv,Vision Disability
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,89.1,88.5,89.6,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.5,25.2,34.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,AgeAdjPrv,Obesity
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.2,2,2.4,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,STROKE,AgeAdjPrv,Stroke
2022,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.4,6.7,10.3,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost
2022,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.9,6.3,9.8,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Colorectal cancer screening among adults aged 45â€“75 years,%,Age-adjusted prevalence,64.7,59.9,69.1,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Colorectal cancer screening among adults aged 45â€“75 years,%,Crude prevalence,66.1,61.3,70.4,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,70.6,67.4,73.5,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,70.7,67.5,73.6,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,80.7,74.1,86,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
2022,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.7,74.1,85.9,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,34.2,29.7,38.8,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration
2022,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,34.7,30.1,39.3,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,11.3,10,12.7,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.1,9.9,12.4,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,23.4,20.5,26.5,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,DISABILITY,AgeAdjPrv,Any Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Any disability among adults,%,Crude prevalence,23,20,26.1,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,5.3,4.7,6,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,HEARING,AgeAdjPrv,Hearing Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.1,4.5,5.7,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,5.4,4.8,6,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.3,4.8,5.9,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,8.6,7.5,9.7,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,8.7,7.6,9.9,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,2.3,2.1,2.5,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.4,2.2,2.6,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,3.1,2.9,3.4,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,VISION,AgeAdjPrv,Vision Disability
2023,NC,North Carolina,Huntersville,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.2,2.9,3.4,"61,376",POINT (-80.8686804 35.4068096),3733120,DISABLT,VISION,CrdPrv,Vision Disability
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21,18.5,23.6,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,21.8,19.1,24.4,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,26.9,23.7,30,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,27.8,24.5,31,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.3,6.6,8,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.3,6.6,8,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,9.9,8.7,11.1,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10,8.7,11.2,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,4.3,3.8,4.7,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.2,3.8,4.7,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,4.1,3.7,4.6,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,COPD,AgeAdjPrv,COPD
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.2,3.8,4.8,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,COPD,CrdPrv,COPD
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,23.8,20.5,27.2,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.8,20.5,27.1,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,7.6,6.5,8.7,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8,6.9,9.2,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,30.1,26.4,33.7,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.3,28.5,35.9,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,25.6,21.1,30.2,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,OBESITY,AgeAdjPrv,Obesity
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.6,21.9,31.3,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.3,2.1,2.5,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,STROKE,AgeAdjPrv,Stroke
2023,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.3,2.1,2.5,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHOUT,STROKE,CrdPrv,Stroke
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,11.7,10.3,13.3,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,GHLTH,AgeAdjPrv,General Health
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,11.9,10.4,13.6,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,14.6,12.9,16.4,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,14.4,12.8,16.2,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,9.2,8.1,10.4,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress
2023,NC,North Carolina,Huntersville,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.5,8.4,10.7,"61,376",POINT (-80.8686804 35.4068096),3733120,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.1,6.1,8.2,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.9,5.9,8,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,56.4,51.7,60.8,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,73.1,69.3,76.4,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,77.9,74.3,81,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.4,74.8,81.5,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,88.9,87.3,90.3,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
2023,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,89.7,88.2,91,"61,376",POINT (-80.8686804 35.4068096),3733120,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,17.5,14.6,20.6,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.3,14.4,20.3,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,8.6,7.4,10,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.1,7.8,10.5,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,16,13.5,18.7,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity
2023,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.1,13.5,18.9,"61,376",POINT (-80.8686804 35.4068096),3733120,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,20,17.1,23,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20,17.1,23,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,8.5,7.2,9.8,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,8.6,7.2,9.9,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,5.7,4.8,6.6,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,5.8,4.9,6.8,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,8,6.8,9.2,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity
2023,NC,North Carolina,Huntersville,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,8.1,6.9,9.3,"61,376",POINT (-80.8686804 35.4068096),3733120,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
